HR,Name,Const,RAh,RAmin,RAs,DEd,DEm,DEs,V,BminusV,RA,Hemisphere,DEC
5762,,,15,32,36.7,-19,40,14,5.52,0.18,15.54352778,-1,-19.67055556
5763,52Nu1,Boo,15,30,55.8,40,49,59,5.02,1.59,15.5155,1,40.83305556
5764,35Zet4,Lib,15,32,55.2,-16,51,10,5.5,-0.14,15.54866667,-1,-16.85277778
5765,,,15,33,9.1,-24,29,22,7,0.27,15.55252778,-1,-24.48944444
5766,,,15,36,17.4,-65,36,48,6.51,0.35,15.60483333,-1,-65.61333333
5767,,,15,34,1.6,-40,3,58,5.82,1.68,15.56711111,-1,-40.06611111
5768,,,15,29,21.2,62,5,59,6.38,,15.48922222,1,62.09972222
5769,,,15,31,22.4,36,36,59,6.38,0.5,15.52288889,1,36.61638889
5770,12Tau2,Ser,15,32,9.7,16,3,22,6.22,-0.05,15.53602778,1,16.05611111
5771,Eps,TrA,15,36,43.2,-66,19,1,4.11,1.17,15.612,-1,-66.31694444
5772,11,Ser,15,32,57.9,-1,11,11,5.51,1.09,15.54941667,-1,-1.186388889
5773,,,15,34,20.9,-39,20,58,6.36,-0.03,15.57247222,-1,-39.34944444
5774,53Nu2,Boo,15,31,47,40,53,58,5.02,0.07,15.52972222,1,40.89944444
5775,36,Lib,15,34,37.3,-28,2,49,5.15,1.3,15.57702778,-1,-28.04694444
5776,Gam,Lup,15,35,8.5,-41,10,1,2.78,-0.2,15.58569444,-1,-41.16694444
5777,37,Lib,15,34,10.7,-10,3,52,4.62,1.01,15.56963889,-1,-10.06444444
5778,4The,CrB,15,32,55.8,31,21,33,4.14,-0.13,15.54883333,1,31.35916667
5779,,,15,34,20.8,-5,41,42,6.51,0.58,15.57244444,-1,-5.695
5780,,,15,34,26.6,-9,11,0,5.17,-0.09,15.57405556,-1,-9.183333333
5781,,,15,35,53.2,-44,57,31,4.54,-0.18,15.59811111,-1,-44.95861111
5782,Kap2,Aps,15,40,21.2,-73,26,48,5.65,-0.04,15.67255556,-1,-73.44666667
5783,,,15,33,52.8,17,8,16,6.45,,15.56466667,1,17.13777778
5784,,,15,36,12.1,-44,23,49,5.43,1.5,15.60336111,-1,-44.39694444
5785,,,15,30,55.7,64,12,31,5.79,0.96,15.51547222,1,64.20861111
